timestamp,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),temperature [°C],Solar:ElectricityProduced [kW](Hourly),Class,theft,transaction_id,node_id
2023-01-01 13:00:00,11.36,2.7980916973054524,1.9498134085389287,0.0,1.7513141760948978,4.409257476624452,50.0,0.0,11.453331253031632,19.5877039187711,30.26,5.84,Normal,Normal,0x0f180c850e0d4a52,Node_1
2023-01-01 14:00:00,10.94,2.7234967450893977,1.5767470441014404,0.0,1.098699601751807,5.030517502470207,60.1,0.0,19.12340011278299,36.33835950312586,29.18,3.07,Normal,Normal,0xa968bf4b893942c9,Node_1
2023-01-01 15:00:00,12.23,2.073350461965431,0.8288662950042391,0.0,1.5270135035007224,7.175384232160531,51.59,0.0,14.494354242559137,36.25255461745577,27.98,5.09,Normal,Normal,0x632362e7d2764b0b,Node_1
2023-01-01 16:00:00,11.48,2.2228785996404206,0.3408323116772938,0.0,1.6753293184332934,5.604629369724094,50.0,0.0,10.336052515582049,22.410068774336306,26.76,3.13,Normal,Normal,0xebfee292aded4308,Node_1
2023-01-01 17:00:00,10.0,1.5584119035185255,0.5213416767147288,0.0,1.262220188230075,5.753512860962676,68.61,0.0,17.47488757566079,43.64530333144111,27.05,2.15,Normal,Normal,0x5718d6943c02472f,Node_1
2023-01-01 18:00:00,12.87,2.362261189444603,0.0,0.0,3.6616262501252983,5.271557090745335,50.0,0.0,12.39702092454969,21.021952048077043,25.45,0.6,Normal,Normal,0x5bf2f82fb7874c44,Node_1
2023-01-01 19:00:00,10.0,1.3317811533137434,0.0,0.0,2.4381474459923242,2.0522338655549697,54.81,0.0,12.352336330596628,37.711833701562306,22.83,0.0,Normal,Normal,0xfcddd44938ef4ab0,Node_1
2023-01-01 20:00:00,10.0,1.6431068829236226,0.0,0.12126142870831472,2.8701714982016826,3.457070107038128,60.44,2.5279170916643987,16.022620306909737,40.61064252249616,21.54,0.31,Normal,Normal,0xedd763706596466f,Node_1
2023-01-01 21:00:00,20.56,4.628921428727408,0.0,0.06554399786550505,5.794348561193116,8.256779482936116,50.0,2.7627255430696844,8.093692168872556,13.336912271421292,21.37,0.2,Normal,Normal,0xa407c3c61a6e4fac,Node_1
2023-01-01 22:00:00,10.0,0.9259137140053202,0.0,0.4840311584467051,0.9667681575191354,2.169420900197042,50.0,6.445290813922032,10.692012728789262,15.988361217005627,20.39,0.54,Normal,Normal,0xce6fc0291bea402f,Node_1
2023-01-01 23:00:00,10.0,2.2947626785845583,0.0,0.08872113439996032,0.6579317992591228,5.184642524533096,50.41,2.389576693670236,15.964173220541305,27.005065949886347,21.52,0.02,Normal,Normal,0x69e183cda8464c32,Node_1
2023-01-02 00:00:00,10.0,1.121743339163429,0.0,0.48086768186656226,0.7559901904607047,3.077916489107604,50.0,5.422089717732056,11.298003662927607,15.550989634968492,20.24,0.73,Normal,Normal,0x5e0eedfdc7e943bb,Node_1
2023-01-02 01:00:00,10.0,1.9371115323904724,0.0,0.2635439339786773,0.5066314853325624,2.1816132302939217,71.61,10.888736213740533,12.47391988732629,41.605552013674185,20.06,0.0,Normal,Normal,0xaf11877d4c0f4dbc,Node_1
2023-01-02 02:00:00,10.0,1.6556434721347875,0.0,0.2542369061783069,0.5992493178110049,2.650940467153855,50.0,9.322823963959772,10.148656768927584,24.709374499962724,20.11,0.27,Normal,Normal,0xea936ede665a46b2,Node_1
2023-01-02 03:00:00,10.0,1.0405738924850334,0.0,0.14422869883793984,0.2664373412623174,2.1191534489503514,66.32,4.160724724302763,21.647994816225463,35.53666661708159,21.16,0.0,Normal,Normal,0x7354c05269ba41a7,Node_1
2023-01-02 04:00:00,10.0,1.134193496048511,0.0,0.0,0.4385823015725799,1.2840088512902619,50.0,0.0,9.635162547590138,22.434690818114014,22.76,0.37,Normal,Normal,0x50e7dc9c6e054f9f,Node_1
2023-01-02 05:00:00,10.0,1.4074529580245092,0.0,0.0,0.6663239379806964,2.8135094930258053,63.94,0.0,17.988151017997275,37.3533686361072,22.57,0.1,Normal,Normal,0xf5326a3c27774fb6,Node_1
2023-01-02 06:00:00,11.44,1.6932810963196203,0.0,0.0,3.068169212608202,4.766088016120293,50.0,0.0,17.512328580925292,21.801579061313028,24.89,0.0,Normal,Normal,0x69d1ac00349c4176,Node_1
2023-01-02 07:00:00,11.35,3.139361174939746,0.0,0.0,3.0727806396677715,3.776580296480623,50.0,0.0,11.397857138363147,26.23481147936499,25.67,1.61,Normal,Normal,0xc89999d605df40d0,Node_1
2023-01-02 08:00:00,10.0,1.6581331354121605,1.0335126564056594,0.0,0.5023942962890617,3.338127555207868,54.06,0.0,15.850656385451606,36.340683255393486,28.34,1.4,Normal,Normal,0x7133d5af16ef4f9d,Node_1
2023-01-02 09:00:00,12.1,2.472040156596377,1.6839288359742421,0.0,1.302778907463611,5.377638565173007,50.0,0.0,7.193828220346252,13.482557936013048,30.28,3.2,Normal,Normal,0x55049eb21d15429c,Node_1
2023-01-02 10:00:00,10.0,1.8834034521624075,1.1453571403120988,0.0,0.7486169604453865,5.2375712552717255,54.24,0.0,13.144891588096465,31.810204284249565,29.9,6.48,Normal,Normal,0x220bcb036cc24204,Node_1
2023-01-02 11:00:00,10.0,1.185487901865073,1.4144752679176011,0.0,0.7853203731905362,3.078279764592261,50.0,0.0,12.578807673584986,18.17591753285055,31.13,0.0,Normal,Normal,0xdddf807b40304123,Node_1
2023-01-02 12:00:00,13.39,3.4848124582173963,2.0427907260144758,0.0,1.4287075304474006,4.834903665527108,50.0,0.0,8.784219377981332,20.148988403870316,30.72,0.5,Normal,Normal,0x083983c5b959407b,Node_1
2023-01-02 13:00:00,10.0,1.012599910213704,1.331899487138174,0.0,0.40400448340378187,2.7705810141701086,50.0,0.0,14.350950220396255,19.784823083547128,29.21,8.21,Normal,Normal,0xd41f8ddb70124835,Node_1
2023-01-02 14:00:00,10.0,1.6973651300123238,1.2264835820284388,0.0,1.006641987577856,4.576649642180908,50.0,0.0,5.993467608238266,16.081941220930318,28.94,0.72,Normal,Normal,0x3079871f4d764497,Node_1
2023-01-02 15:00:00,10.0,1.5975240440259248,1.077282367162813,0.0,0.9534644150270727,5.2468250377592165,95.4,0.0,28.683750920992495,57.12237419386052,28.27,6.68,Normal,Normal,0x34692cdd6db54c8f,Node_1
2023-01-02 16:00:00,10.0,1.9202123165557776,0.4052681119841064,0.0,0.8798714696000971,2.33457600383909,69.21,0.0,15.310514011760368,48.72687042780471,27.25,4.0,Normal,Normal,0x60ab254da0aa48e5,Node_1
2023-01-02 17:00:00,12.43,3.188520586836749,0.13042409819232903,0.0,1.1083846531047712,6.761607369509841,66.46,0.0,12.864541585897113,44.2730984133161,26.33,0.82,Normal,Normal,0x9f978f8b115342e9,Node_1
2023-01-02 18:00:00,15.59,3.7955653844796986,0.0,0.0,4.150947707230878,6.353705350415735,81.25,0.0,21.077711377198913,53.023171854321355,24.05,0.0,Normal,Normal,0xbe8eeeff742f4883,Node_1
2023-01-02 19:00:00,12.09,3.1469379985472687,0.0,0.0,4.450799172394181,4.484554848183661,50.0,0.0,14.271842405763516,25.31009223318114,24.61,0.0,Normal,Normal,0x2fdd571be4c644ae,Node_1
2023-01-02 20:00:00,13.55,2.8780679290404554,0.0,0.0,4.6628395392961615,4.88306757924741,85.29,0.0,26.625421083684625,53.79425811296978,22.32,0.2,Normal,Normal,0x1c589477c7914ac8,Node_1
2023-01-02 21:00:00,12.18,2.356394763282766,0.0,0.10077182898183765,4.036331373618082,3.9010057240771414,50.86,2.2291138545292974,14.421557053587,26.421086673122176,21.58,0.0,Normal,Normal,0xa2e4e6ef7f134ee6,Node_1
2023-01-02 22:00:00,10.0,1.2326268287660949,0.0,0.19844051292195183,2.084672245056329,2.8005735099504925,62.62,3.7857916571617887,18.53772548208957,40.17443409003003,21.43,0.76,Normal,Normal,0x5b2a76ab48f94c67,Node_1
2023-01-02 23:00:00,10.0,1.3208346217023241,0.0,0.3104704172993629,0.4331560808033172,1.4403419446121162,50.0,10.165641948879486,9.195575434766546,23.937532414869587,19.56,0.22,Normal,Normal,0xe5f77d1d7472433b,Node_1
2023-01-03 00:00:00,10.0,0.754014701835304,0.0,0.21381020034019882,0.4009403111159922,2.1614801577283855,80.6,3.1491993067818895,26.299763402875318,47.8022971079213,21.3,0.0,Normal,Normal,0xc038c461a64444e5,Node_1
2023-01-03 01:00:00,10.0,1.3857721980008721,0.0,0.6900729013547556,1.0048177039404274,3.8433071318721077,59.05,11.897999839600459,12.506113293549701,31.99379561687693,19.78,0.05,Normal,Normal,0x398303cb20b9435a,Node_1
2023-01-03 02:00:00,10.0,1.551483854835656,0.0,0.24538348882179506,0.5985156364261995,2.5833882092632106,50.44,8.338033807301374,12.285481700263569,25.312139199278192,20.56,0.0,Normal,Normal,0x3393fc7555d24521,Node_1
2023-01-03 03:00:00,10.0,0.7431430534964769,0.0,0.0,0.48092023647987087,1.71694143552762,51.34,0.0,17.329662396815678,24.053677274476385,22.1,0.0,Normal,Normal,0x180e7cebbc864ee5,Node_1
2023-01-03 04:00:00,10.0,0.7103453251693658,0.0,0.0,0.4078361286821507,1.425119716075241,78.9,0.0,25.016957223077956,53.02584135885545,22.81,0.66,Normal,Normal,0x9c421f9548c446da,Node_1
2023-01-03 05:00:00,10.0,1.2706545779741514,0.0,0.0,0.5240414413805787,3.7716008399959238,50.0,0.0,8.208577579605329,17.804195328604276,24.18,0.1,Normal,Normal,0x2a6ae519924a4ab3,Node_1
2023-01-03 06:00:00,10.45,2.191760048719048,0.0,0.0,3.864594398364757,4.10954447956534,61.52,0.0,14.126511514010431,40.40129084423736,25.41,0.11,Normal,Normal,0xae814be5484f4e14,Node_1
2023-01-03 07:00:00,10.0,0.8243843491221623,0.7591316543764802,0.0,1.752768651057401,2.240881128726086,54.69,0.0,16.478101741793537,30.355075161621244,27.55,1.37,Normal,Normal,0x173e0c1d6aa14f27,Node_1
2023-01-03 08:00:00,10.0,3.0443716325009924,0.8259241159232147,0.0,1.0971337508383054,3.3532997279283436,55.24,0.0,16.451512299445497,36.33153572123182,28.33,4.32,Normal,Normal,0x5e170e19f46149f8,Node_1
2023-01-03 09:00:00,10.0,1.7414358287059883,1.111002226136806,0.0,1.2535542431975595,3.2011200141129037,73.65,0.0,19.759319591399418,50.585260398864314,28.92,3.25,Normal,Normal,0x1831ac91532d461b,Node_1
2023-01-03 10:00:00,10.0,2.3306026437734997,1.2065708397101595,0.0,0.6861827357305204,4.302949228692151,50.0,0.0,8.03318713292491,16.903834772605244,29.74,1.88,Normal,Normal,0x6f73312b10d34b23,Node_1
2023-01-03 11:00:00,10.0,2.2641658421226736,1.4552848271061019,0.0,0.7454596542896791,4.359555825735832,50.0,0.0,8.296683657614834,22.494958735538756,30.58,7.94,Normal,Normal,0x38e3861c9d0047e0,Node_1
2023-01-03 12:00:00,10.92,2.572886428800217,1.6581346789754836,0.0,1.3254258625947113,4.584121800059414,50.0,0.0,9.617956144642644,20.526703207032316,30.66,10.02,Normal,Normal,0xd189ef3fd4d64d42,Node_1
2023-01-03 13:00:00,10.0,0.8669005078105126,1.3831720403630183,0.0,0.42494868658709534,2.316392742670534,50.0,0.0,11.129774079485506,14.190662432818893,29.56,2.81,Normal,Normal,0x4b548e6ef5ba4ef3,Node_1
2023-01-03 14:00:00,16.66,4.180164455327815,2.048441259775709,0.0,1.7303944816338632,7.904637374683868,50.0,0.0,9.032472110652273,29.802599608253338,30.31,5.54,Normal,Normal,0xadaed2ab40cf4ad5,Node_1
2023-01-03 15:00:00,14.79,2.2647203562877434,1.2852210334523335,0.0,1.744904622674074,8.354327835308077,50.0,0.0,11.52783598717553,25.50160833588546,29.08,3.16,Normal,Normal,0xb1701047d6c34bfa,Node_1
2023-01-03 16:00:00,10.0,1.890934552906192,1.0206065092797307,0.0,0.9846931865028805,3.259651331730174,50.0,0.0,10.83171968537075,20.482488220833076,28.26,2.69,Normal,Normal,0xa4abee3eb14540d8,Node_1
2023-01-03 17:00:00,12.38,2.5695311573542714,0.9640603087035244,0.0,2.084205231151474,5.536337532339845,54.14,0.0,16.632111647039117,33.36311221072872,28.46,1.75,Normal,Normal,0x51cb5d5847464780,Node_1
2023-01-03 18:00:00,11.98,2.109329543393893,0.0,0.0,5.7290998468144485,3.98841491377403,80.1,0.0,23.533606631976582,46.8936621390361,24.92,0.36,Normal,Normal,0xd76ed0c8e74d4dda,Node_1
2023-01-03 19:00:00,12.63,1.759244761199038,0.0,0.0,3.8887302116717217,5.996115284189095,53.24,0.0,10.637922238617335,39.046009217380515,24.67,0.0,Normal,Normal,0x50376bb982f943a3,Node_1
2023-01-03 20:00:00,19.49,3.2855039298201545,0.0,0.0,7.390066314552137,8.041853391012786,50.0,0.0,10.946356261887903,24.610464009738664,23.45,0.0,Normal,Normal,0xf092cb99ea174388,Node_1
2023-01-03 21:00:00,19.13,4.339854255540134,0.0,0.10962567278423027,4.5521129476426125,8.749091826894306,62.53,2.3526678672977086,13.86487269601892,41.251632160581124,21.27,1.24,Normal,Normal,0xb4204c31a47e4f60,Node_1
2023-01-03 22:00:00,10.0,1.5806825344275717,0.0,0.5884737713608489,2.4877192432006603,3.337271933222956,78.45,11.84119721099178,20.06500169853772,40.532039913997224,20.26,0.62,Normal,Normal,0x4e91063dbac749ff,Node_1
2023-01-03 23:00:00,10.0,1.5798422670517855,0.0,0.39846045622698717,0.6965861916653752,4.954532178240552,68.71,4.027499014216337,19.99418766660897,36.56222202117083,20.87,0.0,Normal,Normal,0x71283b2462254d17,Node_1
2023-01-04 00:00:00,10.0,0.6361039516996542,0.0,0.16583059512662932,0.4801888870398028,1.9376378538260068,66.52,3.230762958044849,19.34332698694323,43.148402914222395,21.16,0.0,Normal,Normal,0x4159dbe34c6a4d0f,Node_1
2023-01-04 01:00:00,10.0,1.5516509550110507,0.0,0.6061758879787441,0.4141148698857463,3.732638900250701,50.0,7.181616985994793,11.204035405588646,18.287844238968525,20.36,0.0,Normal,Normal,0xfedff2ce10384184,Node_1
2023-01-04 02:00:00,10.0,0.9259698747206627,0.0,0.6791348720032147,0.5973605581996991,1.5600452080313993,84.93,10.904219297224435,22.79107665852774,46.755941584054504,20.18,0.12,Normal,Normal,0x43836faed8c34073,Node_1
2023-01-04 03:00:00,10.0,0.9103743506367261,0.0,0.607277363827829,0.621050422635621,1.8035330088099637,59.42,7.856518774684058,14.997454284621156,29.51358112992616,20.43,0.47,Normal,Normal,0xadc17e7f2bfe425b,Node_1
2023-01-04 04:00:00,10.0,0.42488326587733444,0.0,0.0,0.3293664516248649,1.4629735118478526,50.0,0.0,10.899170256351608,15.905179068782033,23.29,0.27,Normal,Normal,0xf3158a0546ca48bf,Node_1
2023-01-04 05:00:00,10.0,1.4059786892286679,0.0,0.0,0.7072241447827038,2.5564010495955882,53.8,0.0,18.874836980565586,32.472476973927655,24.0,0.0,Normal,Normal,0x2426b1b0f6354f0d,Node_1
2023-01-04 06:00:00,11.72,2.7480996445715724,0.0,0.0,4.088753728459009,4.327521353119299,68.77,0.0,21.5291521242415,43.01271373331669,23.95,0.47,Normal,Normal,0x5fed399d719b49c0,Node_1
2023-01-04 07:00:00,10.0,1.6732727445854942,0.23691663001927027,0.0,1.6907538153404995,2.759069116803559,50.0,0.0,9.483198579330375,21.18019870228134,26.59,0.78,Normal,Normal,0x1b5b0c5070d54df3,Node_1
2023-01-04 08:00:00,10.0,1.8881214005139897,0.6395376222782816,0.0,0.5250310297292152,3.759886070034036,66.49,0.0,14.990720906039051,51.2782660502615,27.33,1.39,Normal,Normal,0xd7131063338e4760,Node_1
2023-01-04 09:00:00,10.5,2.157822001234274,1.2002640861878784,0.0,1.4880528531210289,5.376753724151078,50.0,0.0,13.500311653001564,18.375623219318058,28.69,5.21,Normal,Normal,0xa6be75147106491c,Node_1
2023-01-04 10:00:00,10.32,1.6832806238906701,1.4507079190059395,0.0,0.9254496206684226,5.9993075061632055,50.0,0.0,8.443346133162917,11.83451364467323,30.48,6.29,Normal,Normal,0x9016721bc715490f,Node_1
2023-01-04 11:00:00,10.0,1.0335097635278947,1.1963082937208114,0.0,0.6258886971107102,2.1402446671248114,50.0,0.0,9.40332364322539,11.415007150896725,28.97,2.55,Normal,Normal,0x41b386314a1648df,Node_1
2023-01-04 12:00:00,10.0,1.4620318884652916,0.5166264700649301,0.0,0.7795623116171997,2.9465486254821553,50.0,0.0,12.214769658960194,16.409595873066788,28.5,6.97,Normal,Normal,0x742c9fa87bc341e0,Node_1
2023-01-04 13:00:00,10.0,1.8846368721109579,1.7711028138007392,0.0,0.48948736892677885,3.0156385853157923,50.0,0.0,8.217969819749525,26.501913900580885,30.13,9.91,Normal,Normal,0x37270cb1ad2344e2,Node_1
2023-01-04 14:00:00,10.0,2.2246200629271655,0.8830125478643123,0.0,1.1369127971043722,3.8751057082509894,70.62,0.0,16.320066869138493,44.97480165391762,28.26,5.49,Normal,Normal,0xf6a63982385441db,Node_1
2023-01-04 15:00:00,11.28,3.513420966443772,0.8829104416147486,0.0,1.3984506740507097,5.308803059352412,50.8,0.0,17.59473320465977,27.673150202196506,28.33,5.73,Normal,Normal,0x928533151a6545c3,Node_1
2023-01-04 16:00:00,10.54,2.3251642544949775,0.5653945313658099,0.0,0.9913542856352472,5.028923602976365,50.0,0.0,5.783880263630974,12.379876848360901,28.23,3.74,Normal,Normal,0x23f1653df8e04f25,Node_1
2023-01-04 17:00:00,10.0,2.2913699257068556,0.0,0.0,1.8950802076682247,4.452744582475426,62.0,0.0,21.44720455213312,39.54031171428609,25.62,1.13,Normal,Normal,0x4a9a7e765669433a,Node_1
2023-01-04 18:00:00,17.49,3.642900885175458,0.0,0.0,6.108890721827994,6.834413671952134,64.4,0.0,17.847070617610377,37.281164980418374,24.34,0.0,Normal,Normal,0x156e029b581647eb,Node_1
2023-01-04 19:00:00,12.95,3.014151924739804,0.0,0.0,3.1933077476060503,4.910560366804914,63.69,0.0,20.493027369074824,33.418039406310704,22.89,0.45,Normal,Normal,0x99bbaadb0da74b44,Node_1
2023-01-04 20:00:00,13.82,3.611136124959075,0.0,0.0,3.3099399963312064,6.449033805812871,50.0,0.0,12.450592934768487,24.12712882398757,22.71,0.37,Normal,Normal,0x79c1bbc6db014c0c,Node_1
2023-01-04 21:00:00,16.32,4.415861303152791,0.0,0.002635613650088956,4.2049003819319335,6.8133116466701065,50.0,0.03266548878673626,10.016264953955542,27.12672010407186,21.99,0.05,Normal,Normal,0xc218eee6bca04e18,Node_1
2023-01-04 22:00:00,12.05,2.3689992574129795,0.0,0.24207150761457613,2.5760401857815256,5.419498734259378,85.68,7.508702976460247,23.088538937068712,46.64592075428256,20.9,0.0,Normal,Normal,0x7cb3e9628b914be8,Node_1
2023-01-04 23:00:00,10.0,1.7022981306486802,0.0,0.5401719595492283,0.40396918955293715,1.8773821155455772,50.0,10.962521910702746,8.964117503266223,19.09345322971979,19.64,0.19,Normal,Normal,0xd06267f3d32e44ec,Node_1
2023-01-05 00:00:00,10.0,0.6817787508882364,0.0,0.6326650108468898,0.20920668795126943,1.2995424012668895,50.6,13.612250446027321,11.070697006260882,23.662804783070477,19.86,0.07,Normal,Normal,0x4d5d0d4873054f59,Node_1
2023-01-05 01:00:00,10.0,1.163622725496236,0.0,0.23823482387543202,0.5451974012506489,1.8778163278815363,50.0,8.624676778520088,11.163450533709035,23.007432512224824,20.49,0.0,Normal,Normal,0xf678179fe61d4179,Node_1
2023-01-05 02:00:00,10.0,0.9968464080460426,0.0,0.46053531996157865,0.3192112310811513,2.332575618148655,58.57,12.67657845734663,16.761228735157,24.226416069125364,20.09,0.69,Normal,Normal,0x762a92399cbb4072,Node_1
2023-01-05 03:00:00,10.0,0.6612274707997955,0.0,0.0,0.31211092297323223,1.5478662007802018,50.0,0.0,9.663765447591409,22.354814846517986,22.02,0.0,Normal,Normal,0xe04471bff47b4e21,Node_1
2023-01-05 04:00:00,10.0,0.5939161374731966,0.0,0.2185628308934021,0.21210157496636295,1.2428298723543032,50.0,4.591857958420856,10.586976267702305,21.87389651930908,21.26,0.0,Normal,Normal,0xc6bb13966fde40e4,Node_1
2023-01-05 05:00:00,10.0,0.9249876941749839,0.0,0.0,0.29138384860110306,1.1737927779838078,82.86,0.0,23.36082169046979,51.79947824884016,24.35,0.0,Normal,Normal,0x3a02f9d84d0447eb,Node_1
2023-01-05 06:00:00,10.0,1.3680953329962384,0.16336732092127368,0.0,2.7038394135394563,1.9597717771482297,50.0,0.0,7.904761530299439,21.249631435431333,26.56,0.0,Normal,Normal,0xd9009a6c77224cb3,Node_1
2023-01-05 07:00:00,10.89,2.861763306113653,0.059566111611191006,0.0,3.1036731828518906,3.952500340865243,57.0,0.0,18.740260626640296,35.146732359061765,26.27,0.0,Normal,Normal,0xa24afea071fc4fd5,Node_1
2023-01-05 08:00:00,10.0,2.1676401662010067,0.4625181936172106,0.0,0.7046734689918562,4.572049791243196,50.0,0.0,11.694420673633108,19.514579147729272,27.54,4.61,Normal,Normal,0x4e293fe9841642e6,Node_1
2023-01-05 09:00:00,10.0,1.0898683098673192,2.040588887156132,0.0,0.4653872202497689,2.134519381086115,60.91,0.0,19.28123677403402,32.4744465661828,30.37,4.61,Normal,Normal,0x7e9aaed2f4b84029,Node_1
2023-01-05 10:00:00,10.0,0.9839199795317636,1.160322314555324,0.0,0.7208634006125811,3.0488718306242792,51.44,0.0,9.667097439739905,36.739269155269106,28.63,8.59,Normal,Normal,0xa91df6a227ca45d2,Node_1
2023-01-05 11:00:00,10.0,1.614795328678113,1.2299672896457408,0.0,1.2759742313760765,3.380192469035917,50.0,0.0,10.315587735057257,17.031102955271955,30.28,1.66,Normal,Normal,0x09245bbc0afb47f8,Node_1
2023-01-05 12:00:00,12.28,2.3898471012255746,1.2171176192860402,0.0,1.059214063637848,5.995380169422215,50.0,0.0,13.457335417665341,17.8206228651271,29.14,1.9,Normal,Normal,0xa82e38ef010d4671,Node_1
2023-01-05 13:00:00,14.62,3.6317264160769436,2.155095205709897,0.0,1.273869023606088,6.4964009806784695,50.0,0.0,8.420701550274062,26.357175660867576,30.63,4.86,Normal,Normal,0xf19a0ceaeba94b92,Node_1
2023-01-05 14:00:00,11.78,3.5759254479942437,1.0593904067723556,0.0,0.8958887283769369,4.697889650468208,51.38,0.0,17.49373211887116,28.640086609009067,29.51,2.48,Normal,Normal,0x76ddbc942f914076,Node_1
2023-01-05 15:00:00,13.28,2.538147771571315,0.2766228359956101,0.0,2.0224840624972726,8.101470375368013,76.3,0.0,18.756109761093153,51.66538108845344,27.25,2.64,Normal,Normal,0xd6ad134bc13e4b30,Node_1
2023-01-05 16:00:00,11.68,3.3764200040513566,0.36183049408111784,0.0,1.278516688890161,5.279433370343059,50.0,0.0,17.169416850141488,21.13369207689584,26.81,1.59,Normal,Normal,0x12d2ca4b9e5a49a1,Node_1
2023-01-05 17:00:00,10.0,1.8311878760237879,0.3444194230573322,0.0,1.0529618032127037,3.725243930650682,50.0,0.0,8.081655285488628,26.750975258400427,26.99,2.25,Normal,Normal,0x8cf9c6d412a94e96,Node_1
2023-01-05 18:00:00,18.01,3.2637709851647414,0.0,0.0,6.682659172207526,7.742710025874896,50.0,0.0,9.62470927362874,16.70445628644963,25.97,0.48,Normal,Normal,0x884bdfc5faf94861,Node_1
2023-01-05 19:00:00,14.22,2.8815933484212812,0.0,0.0,5.0490005244329765,5.947070095730512,50.0,0.0,8.897554866231976,15.548478438003675,23.15,0.48,Normal,Normal,0x5849043c925945da,Node_1
2023-01-05 20:00:00,18.98,3.7751241100224298,0.0,0.01041952359309636,5.533197420827335,7.694637582602701,55.76,0.48350066602760633,20.869579936876974,29.50393111647512,21.92,0.29,Normal,Normal,0x9ef93d8658484d54,Node_1
2023-01-05 21:00:00,16.02,2.9479835410477846,0.0,0.2224703564163643,5.3452695378885675,7.186064727869263,50.0,5.621451040413574,9.692030215128593,19.854971652729407,20.68,0.0,Normal,Normal,0xf0bf4dc2d0674a5a,Node_1
